idx,question,context,true_label,baseline_sim,trained_sim,improvement
190,Is acute fibrinous and organizing pneumonia the expression of immune dysregulation?,"Aplastic anemia is associated with a variety of autoimmune syndromes. The sequence of events in our patient suggests that the hepatic failure, AFOP, and the VSAA may all have been part of an autoimmune syndrome. AFOP could be the result of immune dysregulation in this pediatric case with favorable outcome after immunosuppressive therapy and hematopoietic stem cell transplantation.",1,0.8042906522750854,0.4856497642377626,-0.3186408880373228
191,Are tuberculosis patients adherent to prescribed treatments in China?,"Despite recent efforts, a large proportion of newly confirmed TB patients could not adhere to standard TB treatment, and patients' lost to follow-up was still a serious problem. Poor treatment supervision and heavy financial burden might be the main causes for non-adherence. More needs to be done to enhance treatment supervision policies and financial supports to both health providers and TB patients.",1,0.751944899559021,0.6849217364452139,-0.06702316311380707
192,Living in an urban environment and non-communicable disease risk in Thailand: Does timing matter?,"We observed self-rated anxiety, depression, and craving during alcohol withdrawal and assessed beta E levels (RIA) in a consecutive sample of 60 alcoholics on day 1 and day 14 after onset of withdrawal, and in 30 healthy volunteers. To control for mutual interactions of beta E and the pituitary-adrenocortical hormone secretion, plasma corticotropin (ACTH) and cortisol were also determined.",0,0.6317257881164551,0.5235376320728926,-0.10818815604356247
193,Can static foot posture measurements predict regional plantar surface area?,"The results indicate that clinicians can use a combination of simple, reliable and time efficient foot measures to explain 79% and 85% of the plantar surface area in the forefoot and midfoot, respectively.",1,0.8382601737976074,0.7824257814028384,-0.05583439239476906
194,Does normothermic normokalemic simultaneous antegrade/retrograde perfusion improve myocardial oxygenation and energy metabolism for hypertrophied hearts?,"Normothermic normokalemic simultaneous antegrade/retrograde perfusion did not improve, but slightly impaired myocardial oxygenation and energy metabolism of beating hypertrophied hearts relative to NNAP. Therefore, NNSP for protection of beating hypertrophied hearts during valve surgery should be used with extra caution.",1,0.82294762134552,0.7604152988824269,-0.06253232246309315
195,Is a 9-month treatment sufficient in tuberculous enterocolitis?,Tuberculous enterocolitis can be managed by 9-month chemotherapy without disease recurrence. Further investigations are needed in immunocompromised patients.,1,0.8481164574623108,0.8216658194956483,-0.02645063796666247
196,Diagnostic and therapeutic ureteroscopy: is dilatation of ureteral meatus always necessary?,"Patient mean age, and rates of hypertension and hyperlipidemia were significantly higher in the diabetic group than in the nondiabetic group (P<0.0001), although smoking was significantly lower (P=0.001). Reasons for coronary angiography and treatment were comparable between the two groups. The prevalence of bifurcation lesions and ostial lesions was significantly greater in the diabetic group than in the nondiabetic group (9.8% versus 4.3% [P=0.001] and 38.4% versus 29.2% [P=0.003]in the diabetic group versus the nondiabetic group). The presence of DM and greater age were found to be independent predictors for bifurcation lesions (OR=2.27 [P=0.004] and OR=1.03 [P=0.01], for DM and age, respectively) and ostial lesions (OR=1.40 [P=0.027] and OR=1.02 [P=0.001], for DM and age, respectively) in multivariate analysis.",0,0.6576153039932251,0.6522149948858236,-0.005400309107401524
197,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,"Women without lifetime MDD at baseline had a lower risk of developing MDD during midlife than those with a prior MDD history (28% v. 59%) and their risk profiles differed. Health conditions prior to baseline and during follow-ups perception of functioning (ps<0.05) and vasomotor symptoms (VMS) (p = 0.08) were risk factors for first lifetime-onset MDD. Being peri- and post-menopausal, psychological symptoms and a prior anxiety disorder were predominant risk factors for MDD recurrence.",0,0.6679890751838684,0.47612474706788294,-0.19186432811598547
198,Is There an Additional Value of Using Somatostatin Receptor Subtype 2a Immunohistochemistry Compared to Somatostatin Receptor Scintigraphy Uptake in Predicting Gastroenteropancreatic Neuroendocrine Tumor Response?,"It is unknown whether tumoral somatostatin receptor subtype 2a (sst2a) immunohistochemistry (IHC) has additional value compared to somatostatin receptor scintigraphy (SRS) uptake using OctreoScan® in predicting response to peptide receptor radiotherapy using 177Lu-octreotate (PRRT) in patients with gastroenteropancreatic neuroendocrine tumors (GEP-NETs). The aims of this study were: (1) to establish the percentage of sst2a immunopositivity in GEP-NET samples of PRRT-treated patients, (2) to determine the relationship between best GEP-NET response using RECIST 1.0 criteria 1 year after PRRT and tumoral sst2a IHC, and (3) to compare characteristics of patients with sst2a IHC-negative and -positive tumors.",1,0.8317431807518005,0.8744620382288188,0.04271885747701831
199,Chemotherapy and survival in advanced non-small cell lung carcinoma: is pneumologists' skepticism justified?,To report three cases illustrating that it is not unusual for a primary eyelid tumour to metastasise to the parotid gland and vice versa.,0,0.7968730926513672,0.5853001781063598,-0.21157291454500737
200,The effect of an intracerebroventricular injection of metformin or AICAR on the plasma concentrations of melatonin in the ewe: potential involvement of AMPK?,"It is now widely accepted that AMP-activated protein kinase (AMPK) is a critical regulator of energy homeostasis. Recently, it has been shown to regulate circadian clocks. In seasonal breeding species such as sheep, the circadian clock controls the secretion of an endogenous rhythm of melatonin and, as a consequence, is probably involved in the generation of seasonal rhythms of reproduction. Considering this, we identified the presence of the subunits of AMPK in different hypothalamic nuclei involved in the pre- and post-pineal pathways that control seasonality of reproduction in the ewe and we investigated if the intracerebroventricular (i.c.v.) injection of two activators of AMPK, metformin and AICAR, affected the circadian rhythm of melatonin in ewes that were housed in constant darkness. In parallel the secretion of insulin was monitored as a peripheral metabolic marker. We also investigated the effects of i.c.v. AICAR on the phosphorylation of AMPK and acetyl-CoA carboxylase (ACC), a downstream target of AMPK, in brain structures along the photoneuroendocrine pathway to the pineal gland.",1,0.5944406986236572,0.6087778007275679,0.014337102103910704
